1c. LEA ID,awarded_q,awarded_method,applied_q,applied_method,interest_q,interest_method,order_q,delivered_q,operating_q,award_to_order_q,order_to_delivered_q,delivered_to_operating_q,award_to_operating_q
3416560,,unknown,,unknown,,unknown,,,,,,,
3416590,,unknown,,unknown,,unknown,,,,,,,
3416620,,unknown,,unknown,,unknown,,,,,,,
3416650,,unknown,,unknown,,unknown,,,,,,,
3416680,,unknown,,unknown,,unknown,,,,,,,
3416710,,unknown,,unknown,,unknown,,,,,,,
3416740,,unknown,,unknown,,unknown,,,,,,,
3416800,,unknown,,unknown,,unknown,,,,,,,
3416830,,unknown,,unknown,,unknown,,,,,,,
3416860,,unknown,,unknown,,unknown,,,,,,,
3416870,,unknown,,unknown,,unknown,,,,,,,
3600121,2023Q4,exact,2023Q2,backcast_award_minus_2q,2023Q1,from_applied_minus_1q,nanQnan,nanQnan,nanQnan,,,,
3416920,,unknown,,unknown,,unknown,,,,,,,
3416950,,unknown,,unknown,,unknown,,,,,,,
3416970,,unknown,,unknown,,unknown,,,,,,,
3416980,,unknown,,unknown,,unknown,,,,,,,
3417010,,unknown,,unknown,,unknown,,,,,,,
3417040,,unknown,,unknown,,unknown,,,,,,,
3417070,,unknown,,unknown,,unknown,,,,,,,
3417100,,unknown,,unknown,,unknown,,,,,,,
3417130,,unknown,,unknown,,unknown,,,,,,,
3417160,,unknown,,unknown,,unknown,,,,,,,
3417190,,unknown,,unknown,,unknown,,,,,,,
3417220,,unknown,,unknown,,unknown,,,,,,,
3417250,,unknown,,unknown,,unknown,,,,,,,
3417280,,unknown,,unknown,,unknown,,,,,,,
3600098,2023Q4,exact,2023Q2,backcast_award_minus_2q,2023Q1,from_applied_minus_1q,nanQnan,nanQnan,nanQnan,,,,
3417340,,unknown,,unknown,,unknown,,,,,,,
3417400,,unknown,,unknown,,unknown,,,,,,,
3417430,,unknown,,unknown,,unknown,,,,,,,
3417460,,unknown,,unknown,,unknown,,,,,,,
3417490,,unknown,,unknown,,unknown,,,,,,,
3417500,,unknown,,unknown,,unknown,,,,,,,
3417520,,unknown,,unknown,,unknown,,,,,,,
3417550,,unknown,,unknown,,unknown,,,,,,,
3417580,,unknown,,unknown,,unknown,,,,,,,
3417610,,unknown,,unknown,,unknown,,,,,,,
3417640,,unknown,,unknown,,unknown,,,,,,,
3417670,,unknown,,unknown,,unknown,,,,,,,
3417700,,unknown,,unknown,,unknown,,,,,,,
3417730,,unknown,,unknown,,unknown,,,,,,,
3417760,,unknown,,unknown,,unknown,,,,,,,
3417790,,unknown,,unknown,,unknown,,,,,,,
3417820,,unknown,,unknown,,unknown,,,,,,,
3417850,,unknown,,unknown,,unknown,,,,,,,
3417880,,unknown,,unknown,,unknown,,,,,,,
3417910,,unknown,,unknown,,unknown,,,,,,,
3417920,,unknown,,unknown,,unknown,,,,,,,
3417940,,unknown,,unknown,,unknown,,,,,,,
3417970,,unknown,,unknown,,unknown,,,,,,,
3418000,,unknown,,unknown,,unknown,,,,,,,
3418030,,unknown,,unknown,,unknown,,,,,,,
3418040,,unknown,,unknown,,unknown,,,,,,,
3418060,,unknown,,unknown,,unknown,,,,,,,
3418090,,unknown,,unknown,,unknown,,,,,,,
3418120,,unknown,,unknown,,unknown,,,,,,,
3418150,,unknown,,unknown,,unknown,,,,,,,
3418180,,unknown,,unknown,,unknown,,,,,,,
3418210,,unknown,,unknown,,unknown,,,,,,,
3418240,,unknown,,unknown,,unknown,,,,,,,
3418270,,unknown,,unknown,,unknown,,,,,,,
3418300,,unknown,,unknown,,unknown,,,,,,,
3418330,,unknown,,unknown,,unknown,,,,,,,
3418360,,unknown,,unknown,,unknown,,,,,,,
3480180,,unknown,,unknown,,unknown,,,,,,,
3480200,,unknown,,unknown,,unknown,,,,,,,
3480240,,unknown,,unknown,,unknown,,,,,,,
3480260,,unknown,,unknown,,unknown,,,,,,,
3480280,,unknown,,unknown,,unknown,,,,,,,
3480300,,unknown,,unknown,,unknown,,,,,,,
3480320,,unknown,,unknown,,unknown,,,,,,,
3480340,,unknown,,unknown,,unknown,,,,,,,
3480360,,unknown,,unknown,,unknown,,,,,,,
3480361,,unknown,,unknown,,unknown,,,,,,,
3480362,,unknown,,unknown,,unknown,,,,,,,
3480363,,unknown,,unknown,,unknown,,,,,,,
3480364,,unknown,,unknown,,unknown,,,,,,,
3500001,,unknown,,unknown,,unknown,,,,,,,
3500010,,unknown,,unknown,,unknown,,,,,,,
3500011,,unknown,,unknown,,unknown,,,,,,,
3500012,,unknown,,unknown,,unknown,,,,,,,
3500013,,unknown,,unknown,,unknown,,,,,,,
3500014,,unknown,,unknown,,unknown,,,,,,,
3500015,,unknown,,unknown,,unknown,,,,,,,
3500016,,unknown,,unknown,,unknown,,,,,,,
3500030,,unknown,,unknown,,unknown,,,,,,,
3600122,2023Q4,exact,2023Q2,backcast_award_minus_2q,2023Q1,from_applied_minus_1q,nanQnan,nanQnan,nanQnan,,,,
3500090,,unknown,,unknown,,unknown,,,,,,,
3500106,,unknown,,unknown,,unknown,,,,,,,
3500107,,unknown,,unknown,,unknown,,,,,,,
3500109,,unknown,,unknown,,unknown,,,,,,,
3500112,,unknown,,unknown,,unknown,,,,,,,
3500116,,unknown,,unknown,,unknown,,,,,,,
3500117,,unknown,,unknown,,unknown,,,,,,,
3500118,,unknown,,unknown,,unknown,,,,,,,
3500119,,unknown,,unknown,,unknown,,,,,,,
3500120,,unknown,,unknown,,unknown,,,,,,,
3500121,,unknown,,unknown,,unknown,,,,,,,
3500122,,unknown,,unknown,,unknown,,,,,,,
3500123,,unknown,,unknown,,unknown,,,,,,,
3500124,,unknown,,unknown,,unknown,,,,,,,
3500125,,unknown,,unknown,,unknown,,,,,,,
3500126,,unknown,,unknown,,unknown,,,,,,,
3500127,,unknown,,unknown,,unknown,,,,,,,
3500130,,unknown,,unknown,,unknown,,,,,,,
3500131,,unknown,,unknown,,unknown,,,,,,,
3500134,,unknown,,unknown,,unknown,,,,,,,
3500135,,unknown,,unknown,,unknown,,,,,,,
3500136,,unknown,,unknown,,unknown,,,,,,,
3500137,,unknown,,unknown,,unknown,,,,,,,
3500138,,unknown,,unknown,,unknown,,,,,,,
3500141,,unknown,,unknown,,unknown,,,,,,,
3500142,,unknown,,unknown,,unknown,,,,,,,
3500143,,unknown,,unknown,,unknown,,,,,,,
3500148,,unknown,,unknown,,unknown,,,,,,,
3500150,,unknown,,unknown,,unknown,,,,,,,
3500151,,unknown,,unknown,,unknown,,,,,,,
3500152,,unknown,,unknown,,unknown,,,,,,,
3500153,,unknown,,unknown,,unknown,,,,,,,
3500155,,unknown,,unknown,,unknown,,,,,,,
3500156,,unknown,,unknown,,unknown,,,,,,,
3500158,,unknown,,unknown,,unknown,,,,,,,
3500160,,unknown,,unknown,,unknown,,,,,,,
3500163,,unknown,,unknown,,unknown,,,,,,,
3500166,,unknown,,unknown,,unknown,,,,,,,
3500167,,unknown,,unknown,,unknown,,,,,,,
3500168,,unknown,,unknown,,unknown,,,,,,,
3500170,,unknown,,unknown,,unknown,,,,,,,
3500171,,unknown,,unknown,,unknown,,,,,,,
3500172,,unknown,,unknown,,unknown,,,,,,,
3500173,,unknown,,unknown,,unknown,,,,,,,
3500174,,unknown,,unknown,,unknown,,,,,,,
3500176,,unknown,,unknown,,unknown,,,,,,,
3500177,,unknown,,unknown,,unknown,,,,,,,
3500178,,unknown,,unknown,,unknown,,,,,,,
3500179,,unknown,,unknown,,unknown,,,,,,,
3500180,,unknown,,unknown,,unknown,,,,,,,
3500181,,unknown,,unknown,,unknown,,,,,,,
3500183,,unknown,,unknown,,unknown,,,,,,,
3500184,,unknown,,unknown,,unknown,,,,,,,
3500185,,unknown,,unknown,,unknown,,,,,,,
3500186,,unknown,,unknown,,unknown,,,,,,,
3500187,,unknown,,unknown,,unknown,,,,,,,
3500188,,unknown,,unknown,,unknown,,,,,,,
3500189,,unknown,,unknown,,unknown,,,,,,,
3500190,,unknown,,unknown,,unknown,,,,,,,
3500210,,unknown,,unknown,,unknown,,,,,,,
3500240,,unknown,,unknown,,unknown,,,,,,,
3500270,,unknown,,unknown,,unknown,,,,,,,
3500300,,unknown,,unknown,,unknown,,,,,,,
3500330,,unknown,,unknown,,unknown,,,,,,,
3500390,,unknown,,unknown,,unknown,,,,,,,
3500420,,unknown,,unknown,,unknown,,,,,,,
3500480,,unknown,,unknown,,unknown,,,,,,,
3500510,,unknown,,unknown,,unknown,,,,,,,
3500540,,unknown,,unknown,,unknown,,,,,,,
3500570,,unknown,,unknown,,unknown,,,,,,,
3500600,,unknown,,unknown,,unknown,,,,,,,
3500630,,unknown,,unknown,,unknown,,,,,,,
3500660,,unknown,,unknown,,unknown,,,,,,,
3500690,,unknown,,unknown,,unknown,,,,,,,
3500720,,unknown,,unknown,,unknown,,,,,,,
3500750,,unknown,,unknown,,unknown,,,,,,,
3500790,,unknown,,unknown,,unknown,,,,,,,
3600099,2023Q4,exact,2023Q2,backcast_award_minus_2q,2023Q1,from_applied_minus_1q,nanQnan,nanQnan,nanQnan,,,,
3500840,,unknown,,unknown,,unknown,,,,,,,
3500900,,unknown,,unknown,,unknown,,,,,,,
3500930,,unknown,,unknown,,unknown,,,,,,,
3500960,,unknown,,unknown,,unknown,,,,,,,
3500990,,unknown,,unknown,,unknown,,,,,,,
3501020,,unknown,,unknown,,unknown,,,,,,,
3501050,,unknown,,unknown,,unknown,,,,,,,
3501080,,unknown,,unknown,,unknown,,,,,,,
3501110,,unknown,,unknown,,unknown,,,,,,,
3501140,,unknown,,unknown,,unknown,,,,,,,
3501170,,unknown,,unknown,,unknown,,,,,,,
3501200,,unknown,,unknown,,unknown,,,,,,,
3501230,,unknown,,unknown,,unknown,,,,,,,
3501260,,unknown,,unknown,,unknown,,,,,,,
3501290,,unknown,,unknown,,unknown,,,,,,,
3501320,,unknown,,unknown,,unknown,,,,,,,
3501350,,unknown,,unknown,,unknown,,,,,,,
3501380,,unknown,,unknown,,unknown,,,,,,,
3501410,,unknown,,unknown,,unknown,,,,,,,
3600123,2023Q4,exact,2023Q2,backcast_award_minus_2q,2023Q1,from_applied_minus_1q,nanQnan,nanQnan,nanQnan,,,,
3600100,2023Q4,exact,2023Q2,backcast_award_minus_2q,2023Q1,from_applied_minus_1q,nanQnan,nanQnan,nanQnan,,,,
3501530,,unknown,,unknown,,unknown,,,,,,,
3501560,,unknown,,unknown,,unknown,,,,,,,
3501590,,unknown,,unknown,,unknown,,,,,,,
3501620,,unknown,,unknown,,unknown,,,,,,,
3501650,,unknown,,unknown,,unknown,,,,,,,
3501680,,unknown,,unknown,,unknown,,,,,,,
3501710,,unknown,,unknown,,unknown,,,,,,,
3501740,,unknown,,unknown,,unknown,,,,,,,
3501770,,unknown,,unknown,,unknown,,,,,,,
3501800,,unknown,,unknown,,unknown,,,,,,,
3501830,,unknown,,unknown,,unknown,,,,,,,
3501860,,unknown,,unknown,,unknown,,,,,,,
3501890,,unknown,,unknown,,unknown,,,,,,,
3501920,,unknown,,unknown,,unknown,,,,,,,
3501950,,unknown,,unknown,,unknown,,,,,,,
3501980,,unknown,,unknown,,unknown,,,,,,,
3600101,2023Q4,exact,2023Q2,backcast_award_minus_2q,2023Q1,from_applied_minus_1q,nanQnan,nanQnan,nanQnan,,,,
3502040,,unknown,,unknown,,unknown,,,,,,,
3502070,,unknown,,unknown,,unknown,,,,,,,
3502100,,unknown,,unknown,,unknown,,,,,,,
3502130,,unknown,,unknown,,unknown,,,,,,,
3502160,,unknown,,unknown,,unknown,,,,,,,
3502190,,unknown,,unknown,,unknown,,,,,,,
3502220,,unknown,,unknown,,unknown,,,,,,,
3502250,,unknown,,unknown,,unknown,,,,,,,
3502280,,unknown,,unknown,,unknown,,,,,,,
3502310,,unknown,,unknown,,unknown,,,,,,,
3502340,,unknown,,unknown,,unknown,,,,,,,
3600102,2023Q4,exact,2023Q2,backcast_award_minus_2q,2023Q1,from_applied_minus_1q,nanQnan,nanQnan,nanQnan,,,,
3502400,,unknown,,unknown,,unknown,,,,,,,
3502430,,unknown,,unknown,,unknown,,,,,,,
3502460,,unknown,,unknown,,unknown,,,,,,,
3502490,,unknown,,unknown,,unknown,,,,,,,
3502520,,unknown,,unknown,,unknown,,,,,,,
3502550,,unknown,,unknown,,unknown,,,,,,,
3502580,,unknown,,unknown,,unknown,,,,,,,
3502610,,unknown,,unknown,,unknown,,,,,,,
3502640,,unknown,,unknown,,unknown,,,,,,,
3502670,,unknown,,unknown,,unknown,,,,,,,
3502730,,unknown,,unknown,,unknown,,,,,,,
3502800,,unknown,,unknown,,unknown,,,,,,,
3502801,,unknown,,unknown,,unknown,,,,,,,
3502802,,unknown,,unknown,,unknown,,,,,,,
3502803,,unknown,,unknown,,unknown,,,,,,,
3600001,,unknown,,unknown,,unknown,,,,,,,
3600103,2023Q4,exact,2023Q2,backcast_award_minus_2q,2023Q1,from_applied_minus_1q,nanQnan,nanQnan,nanQnan,,,,
3600003,,unknown,,unknown,,unknown,,,,,,,
3600004,,unknown,,unknown,,unknown,,,,,,,
3600005,,unknown,,unknown,,unknown,,,,,,,
3600006,,unknown,,unknown,,unknown,,,,,,,
3600007,,unknown,,unknown,,unknown,,,,,,,
3600008,,unknown,,unknown,,unknown,,,,,,,
3600097,2023Q4,exact,2023Q2,backcast_award_minus_2q,2023Q1,from_applied_minus_1q,nanQnan,nanQnan,nanQnan,,,,
3600010,,unknown,,unknown,,unknown,,,,,,,
3600011,,unknown,,unknown,,unknown,,,,,,,
3600012,,unknown,,unknown,,unknown,,,,,,,
3600013,,unknown,,unknown,,unknown,,,,,,,
3600014,,unknown,,unknown,,unknown,,,,,,,
3600015,,unknown,,unknown,,unknown,,,,,,,
3600016,,unknown,,unknown,,unknown,,,,,,,
3600017,,unknown,,unknown,,unknown,,,,,,,
3600018,,unknown,,unknown,,unknown,,,,,,,
3600019,,unknown,,unknown,,unknown,,,,,,,
3600020,,unknown,,unknown,,unknown,,,,,,,
3600021,,unknown,,unknown,,unknown,,,,,,,
3600023,,unknown,,unknown,,unknown,,,,,,,
3600024,,unknown,,unknown,,unknown,,,,,,,
3600025,,unknown,,unknown,,unknown,,,,,,,
3600026,,unknown,,unknown,,unknown,,,,,,,
3600029,,unknown,,unknown,,unknown,,,,,,,
3600030,,unknown,,unknown,,unknown,,,,,,,
3600032,,unknown,,unknown,,unknown,,,,,,,
3600033,,unknown,,unknown,,unknown,,,,,,,
3600035,,unknown,,unknown,,unknown,,,,,,,
3600036,,unknown,,unknown,,unknown,,,,,,,
3600038,,unknown,,unknown,,unknown,,,,,,,
3600039,,unknown,,unknown,,unknown,,,,,,,
3600042,,unknown,,unknown,,unknown,,,,,,,
3600045,,unknown,,unknown,,unknown,,,,,,,
3411340,2021Q4,exact,2021Q2,backcast_award_minus_2q,2021Q1,from_applied_minus_1q,2022Q4,2023Q3,2023Q3,4.0,3.0,0.0,7.0
3600047,,unknown,,unknown,,unknown,,,,,,,
3600048,,unknown,,unknown,,unknown,,,,,,,
3600049,,unknown,,unknown,,unknown,,,,,,,
3600053,,unknown,,unknown,,unknown,,,,,,,
3600054,,unknown,,unknown,,unknown,,,,,,,
3600055,,unknown,,unknown,,unknown,,,,,,,
3600057,,unknown,,unknown,,unknown,,,,,,,
3600059,,unknown,,unknown,,unknown,,,,,,,
3600060,,unknown,,unknown,,unknown,,,,,,,
3600061,,unknown,,unknown,,unknown,,,,,,,
3600063,,unknown,,unknown,,unknown,,,,,,,
3600066,,unknown,,unknown,,unknown,,,,,,,
3600067,,unknown,,unknown,,unknown,,,,,,,
3600068,,unknown,,unknown,,unknown,,,,,,,
3600070,,unknown,,unknown,,unknown,,,,,,,
3600071,,unknown,,unknown,,unknown,,,,,,,
3600073,,unknown,,unknown,,unknown,,,,,,,
627060,2018Q3,exact,2018Q1,backcast_award_minus_2q,2017Q4,from_applied_minus_1q,2019Q2,2021Q2,2021Q3,3.0,8.0,1.0,12.0
4108720,2020Q2,exact,2019Q4,backcast_award_minus_2q,2019Q3,from_applied_minus_1q,2021Q1,2022Q2,2022Q3,3.0,5.0,1.0,9.0
2508580,2024Q2,exact,2023Q4,backcast_award_minus_2q,2023Q3,from_applied_minus_1q,nanQnan,nanQnan,nanQnan,,,,
3620790,2022Q4,exact,2022Q2,backcast_award_minus_2q,2022Q1,from_applied_minus_1q,2023Q3,2024Q2,2024Q2,3.0,3.0,0.0,6.0
3600080,,unknown,,unknown,,unknown,,,,,,,
627180,2020Q4,exact,2020Q2,backcast_award_minus_2q,2020Q1,from_applied_minus_1q,2021Q3,nanQnan,nanQnan,3.0,,,
3600082,,unknown,,unknown,,unknown,,,,,,,
627240,2022Q2,exact,2021Q4,backcast_award_minus_2q,2021Q3,from_applied_minus_1q,2022Q3,nanQnan,nanQnan,1.0,,,
2922470,2024Q2,exact,2023Q4,backcast_award_minus_2q,2023Q3,from_applied_minus_1q,nanQnan,nanQnan,nanQnan,,,,
5900197,2022Q4,exact,2022Q2,backcast_award_minus_2q,2022Q1,from_applied_minus_1q,nanQnan,2023Q4,2023Q4,,,0.0,4.0
2922650,2023Q4,exact,2023Q2,backcast_award_minus_2q,2023Q1,from_applied_minus_1q,nanQnan,nanQnan,nanQnan,,,,
5305700,2022Q1,exact,2021Q3,backcast_award_minus_2q,2021Q2,from_applied_minus_1q,2022Q2,2023Q1,2023Q2,1.0,3.0,1.0,5.0
37NCDPI,2022Q4,exact,2022Q2,backcast_award_minus_2q,2022Q1,from_applied_minus_1q,2023Q1,2023Q4,2023Q4,1.0,3.0,0.0,4.0
3600089,,unknown,,unknown,,unknown,,,,,,,
1800118,2022Q4,exact,2022Q2,backcast_award_minus_2q,2022Q1,from_applied_minus_1q,2022Q4,2023Q3,2023Q3,0.0,3.0,0.0,3.0
3621000,2024Q2,exact,2023Q4,backcast_award_minus_2q,2023Q3,from_applied_minus_1q,nanQnan,nanQnan,nanQnan,,,,
5504980,2024Q2,exact,2023Q4,backcast_award_minus_2q,2023Q3,from_applied_minus_1q,nanQnan,nanQnan,nanQnan,,,,
4104350,2024Q2,exact,2023Q4,backcast_award_minus_2q,2023Q3,from_applied_minus_1q,nanQnan,nanQnan,nanQnan,,,,
3700323,2024Q2,exact,2023Q4,backcast_award_minus_2q,2023Q3,from_applied_minus_1q,nanQnan,nanQnan,nanQnan,,,,
4832970,2022Q4,exact,2022Q2,backcast_award_minus_2q,2022Q1,from_applied_minus_1q,2023Q1,2023Q4,2023Q4,1.0,3.0,0.0,4.0
5305760,2022Q1,exact,2021Q3,backcast_award_minus_2q,2021Q2,from_applied_minus_1q,2022Q2,2023Q1,2023Q2,1.0,3.0,1.0,5.0
4108880,2024Q1,exact,2023Q3,backcast_award_minus_2q,2023Q2,from_applied_minus_1q,nanQnan,nanQnan,nanQnan,,,,
3626370,2024Q2,exact,2023Q4,backcast_award_minus_2q,2023Q3,from_applied_minus_1q,nanQnan,nanQnan,nanQnan,,,,
5305850,2020Q2,exact,2020Q2,program_calendar,2020Q1,from_applied_minus_1q,2021Q3,2021Q3,2021Q3,5.0,0.0,0.0,5.0
5102710,2024Q2,exact,2023Q4,backcast_award_minus_2q,2023Q3,from_applied_minus_1q,nanQnan,nanQnan,nanQnan,,,,
2922860,2022Q4,exact,2022Q2,backcast_award_minus_2q,2022Q1,from_applied_minus_1q,2023Q2,2023Q3,2023Q3,2.0,1.0,0.0,3.0
1808190,2022Q4,exact,2022Q2,backcast_award_minus_2q,2022Q1,from_applied_minus_1q,nanQnan,2023Q4,2023Q4,,,0.0,4.0
3600104,,unknown,,unknown,,unknown,,,,,,,
3600105,,unknown,,unknown,,unknown,,,,,,,
3600106,,unknown,,unknown,,unknown,,,,,,,
3600107,,unknown,,unknown,,unknown,,,,,,,
3600108,,unknown,,unknown,,unknown,,,,,,,
3600109,,unknown,,unknown,,unknown,,,,,,,
3600110,,unknown,,unknown,,unknown,,,,,,,
3600111,,unknown,,unknown,,unknown,,,,,,,
3600112,,unknown,,unknown,,unknown,,,,,,,
3600113,,unknown,,unknown,,unknown,,,,,,,
3600114,,unknown,,unknown,,unknown,,,,,,,
3600115,,unknown,,unknown,,unknown,,,,,,,
3600116,,unknown,,unknown,,unknown,,,,,,,
3600118,,unknown,,unknown,,unknown,,,,,,,
603030,2022Q2,exact,2020Q2,program_calendar,2020Q1,from_applied_minus_1q,2022Q3,nanQnan,nanQnan,1.0,,,
4217700,2022Q4,exact,2022Q2,backcast_award_minus_2q,2022Q1,from_applied_minus_1q,2023Q1,2023Q4,2023Q4,1.0,3.0,0.0,4.0
5305880,2024Q2,exact,2023Q4,backcast_award_minus_2q,2023Q3,from_applied_minus_1q,nanQnan,nanQnan,nanQnan,,,,
5305910,2020Q2,exact,2019Q4,backcast_award_minus_2q,2019Q3,from_applied_minus_1q,2021Q1,2022Q2,2022Q3,3.0,5.0,1.0,9.0
2625980,2024Q2,exact,2023Q4,backcast_award_minus_2q,2023Q3,from_applied_minus_1q,nanQnan,nanQnan,nanQnan,,,,
3600124,,unknown,,unknown,,unknown,,,,,,,
3600125,,unknown,,unknown,,unknown,,,,,,,
3600126,,unknown,,unknown,,unknown,,,,,,,
3600127,,unknown,,unknown,,unknown,,,,,,,
3600128,,unknown,,unknown,,unknown,,,,,,,
3600131,,unknown,,unknown,,unknown,,,,,,,
3600133,,unknown,,unknown,,unknown,,,,,,,
3600134,,unknown,,unknown,,unknown,,,,,,,
3600135,,unknown,,unknown,,unknown,,,,,,,
3600136,,unknown,,unknown,,unknown,,,,,,,
3600137,,unknown,,unknown,,unknown,,,,,,,
3600138,,unknown,,unknown,,unknown,,,,,,,
3600139,,unknown,,unknown,,unknown,,,,,,,
3600140,,unknown,,unknown,,unknown,,,,,,,
3600141,,unknown,,unknown,,unknown,,,,,,,
3600142,,unknown,,unknown,,unknown,,,,,,,
3600143,,unknown,,unknown,,unknown,,,,,,,
3600144,,unknown,,unknown,,unknown,,,,,,,
3600145,,unknown,,unknown,,unknown,,,,,,,
3600146,,unknown,,unknown,,unknown,,,,,,,
3600147,,unknown,,unknown,,unknown,,,,,,,
3600148,,unknown,,unknown,,unknown,,,,,,,
3600149,,unknown,,unknown,,unknown,,,,,,,
4217790,2024Q2,exact,2023Q4,backcast_award_minus_2q,2023Q3,from_applied_minus_1q,nanQnan,nanQnan,nanQnan,,,,
627690,2019Q3,exact,2019Q1,backcast_award_minus_2q,2018Q4,from_applied_minus_1q,2020Q2,2021Q4,2022Q1,3.0,6.0,1.0,10.0
3621360,2022Q4,exact,2022Q2,backcast_award_minus_2q,2022Q1,from_applied_minus_1q,2023Q3,2024Q1,2024Q1,3.0,2.0,0.0,5.0
3600154,,unknown,,unknown,,unknown,,,,,,,
3600155,,unknown,,unknown,,unknown,,,,,,,
3600157,,unknown,,unknown,,unknown,,,,,,,
3600158,,unknown,,unknown,,unknown,,,,,,,
3600159,,unknown,,unknown,,unknown,,,,,,,
3600160,,unknown,,unknown,,unknown,,,,,,,
3600161,,unknown,,unknown,,unknown,,,,,,,
3600162,,unknown,,unknown,,unknown,,,,,,,
3600163,,unknown,,unknown,,unknown,,,,,,,
3600164,,unknown,,unknown,,unknown,,,,,,,
3600165,,unknown,,unknown,,unknown,,,,,,,
3600166,,unknown,,unknown,,unknown,,,,,,,
3600167,,unknown,,unknown,,unknown,,,,,,,
3600169,,unknown,,unknown,,unknown,,,,,,,
3600170,,unknown,,unknown,,unknown,,,,,,,
3600172,,unknown,,unknown,,unknown,,,,,,,
3600173,,unknown,,unknown,,unknown,,,,,,,
3600943,,unknown,,unknown,,unknown,,,,,,,
3600944,,unknown,,unknown,,unknown,,,,,,,
3600945,,unknown,,unknown,,unknown,,,,,,,
3600946,,unknown,,unknown,,unknown,,,,,,,
3600947,,unknown,,unknown,,unknown,,,,,,,
3600948,,unknown,,unknown,,unknown,,,,,,,
3600949,,unknown,,unknown,,unknown,,,,,,,
3600950,,unknown,,unknown,,unknown,,,,,,,
3600952,,unknown,,unknown,,unknown,,,,,,,
3600953,,unknown,,unknown,,unknown,,,,,,,
3600954,,unknown,,unknown,,unknown,,,,,,,
3600955,,unknown,,unknown,,unknown,,,,,,,
3600956,,unknown,,unknown,,unknown,,,,,,,
3600957,,unknown,,unknown,,unknown,,,,,,,
3600958,,unknown,,unknown,,unknown,,,,,,,
3600959,,unknown,,unknown,,unknown,,,,,,,
3600960,,unknown,,unknown,,unknown,,,,,,,
3600961,,unknown,,unknown,,unknown,,,,,,,
3600962,,unknown,,unknown,,unknown,,,,,,,
3600963,,unknown,,unknown,,unknown,,,,,,,
3600964,,unknown,,unknown,,unknown,,,,,,,
3600965,,unknown,,unknown,,unknown,,,,,,,
3600966,,unknown,,unknown,,unknown,,,,,,,
3600967,,unknown,,unknown,,unknown,,,,,,,
3600968,,unknown,,unknown,,unknown,,,,,,,
3600969,,unknown,,unknown,,unknown,,,,,,,
3600984,,unknown,,unknown,,unknown,,,,,,,
3600986,,unknown,,unknown,,unknown,,,,,,,
3600987,,unknown,,unknown,,unknown,,,,,,,
3600988,,unknown,,unknown,,unknown,,,,,,,
3600989,,unknown,,unknown,,unknown,,,,,,,
3600990,,unknown,,unknown,,unknown,,,,,,,
3600992,,unknown,,unknown,,unknown,,,,,,,
3600993,,unknown,,unknown,,unknown,,,,,,,
3600994,,unknown,,unknown,,unknown,,,,,,,
3600995,,unknown,,unknown,,unknown,,,,,,,
3600996,,unknown,,unknown,,unknown,,,,,,,
3600997,,unknown,,unknown,,unknown,,,,,,,
3600998,,unknown,,unknown,,unknown,,,,,,,
3601000,,unknown,,unknown,,unknown,,,,,,,
3601001,,unknown,,unknown,,unknown,,,,,,,
3601002,,unknown,,unknown,,unknown,,,,,,,
3601003,,unknown,,unknown,,unknown,,,,,,,
3601004,,unknown,,unknown,,unknown,,,,,,,
3601005,,unknown,,unknown,,unknown,,,,,,,
3601006,,unknown,,unknown,,unknown,,,,,,,
3601008,,unknown,,unknown,,unknown,,,,,,,
3601009,,unknown,,unknown,,unknown,,,,,,,
3601010,,unknown,,unknown,,unknown,,,,,,,
3601011,,unknown,,unknown,,unknown,,,,,,,
3601012,,unknown,,unknown,,unknown,,,,,,,
3601014,,unknown,,unknown,,unknown,,,,,,,
3601015,,unknown,,unknown,,unknown,,,,,,,
3601016,,unknown,,unknown,,unknown,,,,,,,
3601017,,unknown,,unknown,,unknown,,,,,,,
3601018,,unknown,,unknown,,unknown,,,,,,,
3601019,,unknown,,unknown,,unknown,,,,,,,
3601022,,unknown,,unknown,,unknown,,,,,,,
3601023,,unknown,,unknown,,unknown,,,,,,,
3601024,,unknown,,unknown,,unknown,,,,,,,
3601025,,unknown,,unknown,,unknown,,,,,,,
3601027,,unknown,,unknown,,unknown,,,,,,,
3601028,,unknown,,unknown,,unknown,,,,,,,
3601029,,unknown,,unknown,,unknown,,,,,,,
3601030,,unknown,,unknown,,unknown,,,,,,,
3601031,,unknown,,unknown,,unknown,,,,,,,
3601032,,unknown,,unknown,,unknown,,,,,,,
3601033,,unknown,,unknown,,unknown,,,,,,,
3601034,,unknown,,unknown,,unknown,,,,,,,
3601035,,unknown,,unknown,,unknown,,,,,,,
3601036,,unknown,,unknown,,unknown,,,,,,,
3601039,,unknown,,unknown,,unknown,,,,,,,
3601040,,unknown,,unknown,,unknown,,,,,,,
3601041,,unknown,,unknown,,unknown,,,,,,,
3601042,,unknown,,unknown,,unknown,,,,,,,
3601043,,unknown,,unknown,,unknown,,,,,,,
3601044,,unknown,,unknown,,unknown,,,,,,,
3601046,,unknown,,unknown,,unknown,,,,,,,
3601047,,unknown,,unknown,,unknown,,,,,,,
3601048,,unknown,,unknown,,unknown,,,,,,,
3601049,,unknown,,unknown,,unknown,,,,,,,
3601051,,unknown,,unknown,,unknown,,,,,,,
