Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,BRAINTREE,128 Town St,HIGH SCHOOL; Rear lot by Tennis courts,Braintree,MA,02184,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.2040271,-71.0188424,2019-12-31,87976,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,51 BALTIMORE,5140 Baltimore Drive,SPACE 64 65; Behind the apartment complex.,La Mesa,CA,91942,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,32.7716931,-117.0291323,2019-12-31,87977,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1 per hour for the first 3 hours, and $3 per additional hour",,,,,,,,,,,,,,,,,,,,
ELEC,BRAINTREE,1 John F Kennedy Memorial Dr,TOWN HALL 2; In lot closest to Central street,Braintree,MA,02184,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.2066393,-71.0054208,2019-12-31,87978,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,HILLSBORO OR,4415 Northeast 30th,PUB WORKS 2; -,Hillsboro,OR,97124,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,45.5518666,-122.94907,2019-12-31,87980,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$1 per hour, minimum payment of $1, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,,,,,,,,,,,,
ELEC,HILLSBORO OR,4415 NE 30th Ave,PUB WORKS 1; -,Hillsboro,OR,97124,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,45.5518638,-122.9491492,2019-12-31,87981,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$1 per hour, minimum payment of $1, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,,,,,,,,,,,,
ELEC,SECAUCUS,1535 Paterson Plank Rd,MUNICIPAL LOT; Spot 51 near main entrance,Secaucus,NJ,07094,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.7990197,-74.0586448,2019-12-31,87983,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,OUC,1200 Hillcrest St,HARRIS UNIT 01; Harris Civil Engineers. Available for Guests and Tenants. ,Orlando,FL,32803,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,28.5521459,-81.3636126,2019-12-31,87986,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Pricing is based on kWh used. $0.12 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,WEENERGIES,700 S Lynndale Dr,WISC 1,Appleton,WI,54914,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,44.2550474,-88.4450174,2019-12-31,87988,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1 per hour for the first 4 hours, and $5 per additional hour, maximum payment of $20",,,,,,,,,,,,,,,,,,,,
ELEC,BREIT EV GROUP,2929 Walnut St,"CIRA STATION 01; level 4 parking garage
CIRA STATION 02; level 4 parking garage",Philadelphia,PA,19104,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.9520764,-75.1837232,2019-12-31,87989,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,BARD ALMNCT,9 Gardener Way,MONTGOMERY; Montgomery Place Visitors Center,Red Hook,NY,12571,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.0113574,-73.9166624,2019-12-31,87994,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1 per hour for the first 1 hour, and $3 per additional hour",,,,,,,,,,,,,,,,,,,,
ELEC,UTC,4545 La Jolla Village Dr,"NORTH STATION; Past main entrance. To the left, all the way down.
SOUTH STATION 2; P1 Zone 108",San Diego,CA,92122,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,https://www.chargepoint.com,200-8,32.873349,-117.210045,2019-12-31,87996,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1 per hour for the first 4 hours, and $4 per additional hour",,,,,,,,,,,,,,,,,,,,
ELEC,UTC,9001-9065 Genesee Ave,SOUTH STATION 1; P1 Zone 107,San Diego,CA,92122,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,32.87049,-117.2132196,2019-12-31,87997,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1 per hour for the first 4 hours, and $4 per additional hour",,,,,,,,,,,,,,,,,,,,
ELEC,RICKY ROCKETS,4826-4884 147th St,RR EV 01,Midlothian,IL,60445,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.6256235,-87.7380199,2019-12-31,87998,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,UTC,8650 Genesee Ave,24HR FITNESSADA; P1 Zone 134,San Diego,CA,92122,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,32.8689583,-117.21524,2019-12-31,87999,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1 per hour for the first 4 hours, and $4 per additional hour",,,,,,,,,,,,,,,,,,,,
ELEC,HQ STATION 5,7620 N Del Mar Ave,"CHARGER 1; -
CHARGER 2; -
DC FAST; -",Fresno,CA,93711,,888-758-4389,E,,Public,24 hours daily,,,,,,3,2,,ChargePoint Network,https://www.chargepoint.com,200-9,36.848627,-119.795378,2019-12-31,88006,2019-12-31 10:13:03 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,SYNC 36,10851-10999 Westminster Blvd,STATION 1,Westminster,CO,80020,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.894825,-105.07406,2019-12-31,88007,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,EVERGY,608 NW Pryor Rd @ John Knox Village,"@JOHNKNOX -296A; North side of the Public Safety Bldg
@JOHNKNOX -296B; North side of the Public Safety Bldg
@JOHNKNOX -296C; North side of the Public Safety Bldg",Lees Summit,MO,64081,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.9250898,-94.4160878,2019-12-31,88011,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.2 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,NATIONAL GRID,180 County Rd,STAPLES,Barrington,RI,02806,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.7368758,-71.3056287,2019-12-31,88013,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,DILLSBORO NC,Depot St Town Hall Park,TOWN HALL PARK; Across the street from Town Hall on Depot Street,Dillsboro,NC,28275,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,35.3699824,-83.2491378,2019-12-31,88015,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,VALLEY FAIR,48 Dorcich St,WINCHESTER 10; Parking deck 1,San Jose,CA,95128,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.3258958,-121.9475811,2019-12-31,88016,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.35 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,DC CORRIDOR,18613 International Blvd,"WALLYPARKDC1
WALLYPARKDC2; -",SeaTac,WA,98188,,888-758-4389,E,,Public,24 hours daily,,,,,,,4,,ChargePoint Network,https://www.chargepoint.com,200-9,47.436037,-122.296325,2019-12-31,88018,2019-12-31 10:13:03 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,"$0.2 per hour, minimum payment of $4.95, maximum payment of $20, $4.95 per session, maximum session time is 2 hours",,,,,,,,,,,,,,,,,,,,
ELEC,R2I2 & RCPL,"763 Fashion Dr. Columbia, SC 29223",R2I2 EV1,Columbia,SC,29223,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.1250404,-80.8850856,2019-12-31,88019,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,City of Denver - Wellington E Webb Municipal Building,202 W Colfax Ave,"P-1, located in the 3 hour Visiting City Employee area",Denver,CO,80202,,,E,,Private - Government only,Employee use only,,,,,,1,,,Non-Networked,,GPS,39.740806,-104.9900639,2019-12-12,88025,2019-12-12 21:27:03 UTC,LG,,,,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,MUNI_GOV,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,City of Denver - Wellington E Webb Municipal Building,203 W Colfax Ave,"P-2, located in the workplace charging area",Denver,CO,80202,,,E,,Private - Government only,Employee use only,,,,,,4,,,Non-Networked,,GPS,39.740806,-104.9900639,2019-12-12,88026,2019-12-12 21:27:03 UTC,LG,,,,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,MUNI_GOV,,,,,,,$15 per month,,,,,,,,,,,,,,,,,,,,
ELEC,INNOVATION PARK,2006 St Joseph Dr,EV STATION 01,Notre Dame,IN,46556,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.706629,-86.2359362,2019-12-31,88029,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,CITY OF REDWOOD,2107 Broadway,"DOWNTOWNCINEMA1
DOWNTOWNCINEMA2",Redwood City,CA,94063,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,https://www.chargepoint.com,200-9,37.486378,-122.228374,2019-12-31,88030,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2 per hour,,,,,,,,,,,,,,,,,,,,
ELEC,COLUMBIA ASSOC,6800 Cradlerock Way,STATION #3; Front Parking Lot,Columbia,MD,21045,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.193601,-76.840939,2019-12-31,88033,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.2 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,U OF A,801 Campus Dr E,CAMPUS DRIVE; Campus Drive Deck,Tuscaloosa,AL,35401,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.214671,-87.5465726,2019-12-31,88034,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $0.85 per hour for the first 4 hours, and $25 per additional hour",,,,,,,,,,,,,,,,,,,,
ELEC,McDonald's,2100 Central Park Blvd,,Bedford,TX,76022,,817-659-1030,E,,Public,24 hours daily; must have RFID card for access,,,,,,2,,,Non-Networked,,GPS,32.8337305,-97.2029412,2019-06-06,88035,2019-06-06 17:52:59 UTC,P,,,,,,,,J1772,US,,,,Public,,public,,,RESTAURANT,,,,,,,$1 per hour,,,,,,,,,,,,,,,,,,,,
ELEC,City of Mount Vernon - City Hall,213 1st St W,,Mount Vernon,IA,52314,,319-895-8742,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,41.923375,-91.418377,2019-04-08,88037,2019-05-14 21:16:45 UTC,LG,,,,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,Lee Partyka Chevrolet Mazda Isuzu,200 Skiff St,Located behind service department entrance on right side of the building,Hamden,CT,06517,,203-288-7761,E,,Public - Call ahead,Dealership business hours,,,,,,3,,,Non-Networked,,GPS,41.3729709,-72.9100121,2019-04-08,88038,2019-05-14 21:16:45 UTC,P,,,,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,Daniel's Run Peace Church,3729 Old Lee Hwy,Located in the rear of the church building,Fairfax,VA,22030,,703-359-0990,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,38.85116,-77.297848,2019-02-06,88039,2019-05-14 21:16:45 UTC,P,,,,,,,,J1772,US,,,,Public,,public,,,PLACE_OF_WORSHIP,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,War Memorial Plaza,441-499 E Lexington St,Located on the corner of E Lexington & N Gay St,Baltimore,MD,21202,,410-685-1109,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,39.291266,-76.609119,2019-05-09,88040,2019-05-14 21:16:45 UTC,P,,,,,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,Baltimore Street Garage,15 Guilford Ave,,Baltimore,MD,21202,,410-685-1109,E,,Public,24 hours daily,,,,,,8,,,Non-Networked,,200-9,39.290084,-76.610788,2019-05-09,88041,2019-05-14 21:16:45 UTC,P,,,,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,PUBLIC STATIONS,1701 Wrights Street,MATC EAST; Southeast corner of building,Madison,WI,53704,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.1217331,-89.3259209,2019-12-31,88047,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2 per hour,,,,,,,,,,,,,,,,,,,,
ELEC,CITY OF SEALBCH,2 8th St,NORTH BEACH,Seal Beach,CA,90740,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.7398945,-118.106905,2019-12-31,88049,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.62 per hour,,,,,,,,,,,,,,,,,,,,
ELEC,CITY OF SEALBCH,120 Main St,120 MAIN ST,Seal Beach,CA,90740,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.7404018,-118.1052697,2019-12-31,88050,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.62 per hour,,,,,,,,,,,,,,,,,,,,
ELEC,P 2 PARKING,961-999 Silver Spur Rd,"EVSE5; Space 12,13",Rolling Hills Estates,CA,90274,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.7686948,-118.3650883,2019-12-31,88051,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.75 per hour,,,,,,,,,,,,,,,,,,,,
ELEC,FTW STATION,Lone Star Cir,"EV 01; NEAR TO FRONT ENTRANCE OF THE MALL
EV 02; NEAR TO FRONT ENTRANCE OF THE MALL
EV 03; NEAR TO FRONT ENTRANCE OF THE MALL
EV 04; Near to the entranceen of the mall",Fort Worth,TX,76177,,888-758-4389,E,,Public,24 hours daily,,,,,,8,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.0222465,-97.2790972,2019-12-31,88057,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,QCOM,8041 Arco Corporate Dr,RALEIGH; -,Raleigh,NC,27617,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,200-9,35.9055848,-78.7782844,2019-12-31,88060,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $0.75 per hour, and $1.5 per additional hour",,,,,,,,,,,,,,,,,,,,
ELEC,Scotiabank,745 Hewiston St,,Thunder Bay,ON,P7B 6B5,,807-623-5626,E,,Public,24 hours daily,,,,,,,1,,Non-Networked,,200-9,48.405391,-89.257744,2018-03-29,88062,2019-05-14 21:16:45 UTC,SG,,,,,,,,CHADEMO J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,BANK,,,,,,,Free,Gratuit,,,,,,,,,,,,,,,,,,,
ELEC,Scotiabank,1 Pine St S,,Timmins,ON,P4N 2J5,,705-268-8030,E,,Public,24 hours daily,,,,,,,1,,Non-Networked,,200-9,48.475881,-81.328829,2019-01-14,88063,2019-12-11 16:59:28 UTC,SG,,,,,,,,CHADEMO J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,BANK,,,,,,,Free,Gratuit,,,,,,,,,,,,,,,,,,,
ELEC,ImPark - Standard Life Centre,121 King St W,,Toronto,ON,M5H 3T9,,416-369-1811,E,,Public,24 hours daily,CleanEnergy,,,,,3,,,Non-Networked,,200-9,43.647695,-79.382987,2017-11-02,88065,2019-05-14 21:16:45 UTC,SG,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Scotiabank,2154 Lawerence Ave E,,Toronto,ON,M1R 3A8,,416-701-7272,E,,Public,24 hours daily,,,,,,,1,,Non-Networked,,GPS,43.7478868,-79.2875757,2017-11-02,88066,2019-05-14 21:16:45 UTC,SG,,,,,,,,CHADEMO J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,BANK,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,ImPark - Steeles Technology Campus,3389 Steeles Ave E,,North York,ON,M2H 3S8,,416-492-7539,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,43.81346,-79.343628,2017-11-02,88067,2019-05-14 21:16:45 UTC,SG,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Tottenham Mall - Vnce's Market,55 Queen St S,,Tottenham,ON,L0G 1W0,,289-318-0500,P,2018-05-14,PLANNED - not yet accessible (Public),24 hours daily,,,,,,1,1,,Non-Networked,,200-9,44.019849,-79.804098,2018-03-29,88070,2019-05-14 21:16:45 UTC,SG,,,,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,PRÉVU - pas encore accessible (Public),,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Scotiabank,55 Main St,,Vanleek Hill,ON,K0B 1R0,,613-678-3224,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-8,45.519217,-74.650604,2017-11-02,88071,2019-05-14 21:16:45 UTC,SG,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,BANK,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Scotiabank,541 James St,,Wallaceburg,ON,N8A 2P1,,519-627-2268,E,,Public - Credit card at all times,24 hours daily,,,,,,,1,,Non-Networked,,200-9,42.5936,-82.384908,2019-04-09,88072,2019-12-11 19:23:09 UTC,SG,,,,,,,,CHADEMO J1772COMBO,CA,,Accessible 24 heures par jour,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,BANK,,,,,,,Variable prices,Prix variable,,,,,,,,,,,,,,,,,,,
ELEC,Scotiabank,14 Fischer-Hallman Rd N,,Waterloo,ON,N2L 2X3,,519-883-5200,E,,Public,24 hours daily,,,,,,,1,,Non-Networked,,200-9,43.453969,-80.553911,2019-01-14,88074,2019-12-11 19:27:46 UTC,SG,,,,,,,,CHADEMO J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,BANK,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Warwick Arena,61 Centenial Ave,,Watford,ON,N0M 2S0,,519-849-3926,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,42.953622,-81.8757653,2019-01-14,88075,2019-12-11 19:46:48 UTC,SG,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,ARENA,,,,,,,Free,Gratuit,,,,,,,,,,,,,,,,,,,
ELEC,HARRIS TEETER,3908 Colony Rd,MORCROFT,Charlotte,NC,28211,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,35.1532746,-80.8254727,2019-12-31,88081,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,COLLEGE HALL,821 E Boone Ave,PARKING GARAGE,Spokane,WA,99202,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.6682011,-117.3972138,2019-12-31,88084,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $0 per hour for the first 4 hours, and $3 per additional hour",,,,,,,,,,,,,,,,,,,,
ELEC,MUNICIP STATION,3 Primrose St,NEWTOWN EV01,Newtown,CT,06470,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.4007757,-73.2847962,2019-12-31,88085,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $0 per hour for the first 4 hours, and $3 per additional hour",,,,,,,,,,,,,,,,,,,,
ELEC,SUNNYLANDS,37977 Bob Hope Dr,"ADMIN 1
ADMIN 2; Past securiry 
VC",Rancho Mirage,CA,92270,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,https://www.chargepoint.com,200-9,33.781502,-116.409976,2019-12-31,88087,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,COUNTY OF SB,4436 Calle Real,SB SHERIFF JAIL; In Front of County Santa Barbara Main Jail,Santa Barbara,CA,93110,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.4441755,-119.7770845,2019-12-31,88088,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,MONMOUTH UNIV,98 Larchwood Ave,"PARKING LOT 25; 98 Larchwood Ave, West Long Branch",West Long Branch,NJ,07764,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.2804855,-74.0087685,2019-12-31,88089,2019-12-31 10:13:03 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,Tom's Family Market,20597 State St,State St. (M-68) and Veteran's Dr.,Onaway,MI,49765,,800-423-6634,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,45.357097,-84.22614,2019-07-09,88092,2019-07-09 17:26:18 UTC,T,,,,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,INSPIRE,7320 E Earll Dr,DECO ST1,Scottsdale,AZ,85251,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.48433,-111.9232334,2019-12-31,88100,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,CSUSB,5500 University Parkway Lot C,"C STATION 1; Parking Lot C, North end Sierra Drive
C- STATION 2; Parking Lot C North end Sierra Drive",San Bernardino,CA,92407,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,https://www.chargepoint.com,200-8,34.178964,-117.327053,2019-12-31,88101,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,SANTA CLARA U.,469 CA-82,LEAVEY LOT 1.1; SCU Permit Holders,Santa Clara,CA,95050,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.3497568,-121.9346729,2019-12-31,88102,2019-12-31 10:13:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $2 per hour for the first 4 hours, and $3 per additional hour, $0.13 per kWh",,,,,,,,,,,,,,,,,,,,
